subject_id,survey_id,image_url,data_description,galaxy_description,RA,DEC,redshift,n_class,p_smooth,p_featured,p_artifact,p_edgeon,p_notedgeon,p_spiral,p_notspiral,p_ring,p_lens,p_disturbed,p_irregular,p_other,p_merger,p_dustlane,p_clumpy,p_notclumpy
AHZ20019an,20152794,http://zoo-hst.s3.amazonaws.com/20152794.jpg,the COSMOS dataset in GZ: Hubble,spiral,150.0231493,2.4971242,0.10,48,0.023000001907348633,0.9769999980926514,0.0,0.13166201251489823,0.7016418382270254,0.7016418382270254,0.0,0.067353,0.0,0.0,0.0,0.067353,0.0,0.022451002,0.1240790037176609,0.8529210234918594
AHZ40003tv,90025517,http://zoo-hst.s3.amazonaws.com/90025517.jpg,the GEMS dataset in GZ: Hubble,spiral,53.2614475,-27.721167,0.13,120,0.08800002746284008,0.890999972820282,0.021,0.007929282834647857,0.7129146312423327,0.6238003023370411,0.08911432890529158,0.24347399,0.009207,0.0,0.0,0.083545,0.0,0.004774,0.08197199765878915,0.8090279685230257
AHZ2000t41,20098367,http://zoo-hst.s3.amazonaws.com/20098367.jpg,the COSMOS dataset in GZ: Hubble,spiral,149.85991,2.1487707,0.17,49,0.022999976063147187,0.9750000238418579,0.002,0.02126358080047242,0.8647189547529065,0.8647189547529065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0663000052243472,0.9087000040888782
AHZ2001oxk,20016990,http://zoo-hst.s3.amazonaws.com/20016990.jpg,the COSMOS dataset in GZ: Hubble,edge-on disk,149.9145543,1.7833487,0.27,20,0.10400002263486385,0.8859999775886536,0.01,0.6928829703389413,0.04579823282393813,0.0,0.04579823282393813,0.0,0.0,0.0,0.052772,0.10522801,0.10522801,0.052772,0.052273998994588844,0.8337259653916362
AHZ2001rpm,20144929,http://zoo-hst.s3.amazonaws.com/20144929.jpg,the COSMOS dataset in GZ: Hubble,spiral,150.3145869,2.482885,0.08,31,0.001999974250793457,0.9980000257492065,0.0,0.15330494213986606,0.804850939095479,0.804850939095479,0.0,0.00234,0.0,0.0,0.0,0.115284,0.0,0.038376004,0.03792399975901839,0.9600760371437076
AHZ2001s58,20164194,http://zoo-hst.s3.amazonaws.com/20164194.jpg,the COSMOS dataset in GZ: Hubble,edge-on disk,150.7295473,2.7387125,0.38,37,0.18699998036026955,0.781000018119812,0.032,0.5367657019982482,0.07319532176033464,0.024374042460311676,0.04882127930002296,0.0,0.0,0.03225,0.0,0.129,0.03225,0.0645,0.0,0.781000018119812
AHZ2000072,20000699,http://zoo-hst.s3.amazonaws.com/20000699.jpg,the COSMOS dataset in GZ: Hubble,smooth,150.4165852,1.5965391,0.68,52,0.8600000031292439,0.11999999731779099,0.02,0.0,0.007199999678134922,0.0,0.007199999678134922,0.0205,0.0205,0.0205,0.0,0.0205,0.0,0.0,0.05999999865889549,0.05999999865889549
AHZ2000s8t,20095490,http://zoo-hst.s3.amazonaws.com/20095490.jpg,the COSMOS dataset in GZ: Hubble,spiral,149.9091104,2.1682604,0.25,46,0.04899999126791954,0.9160000085830688,0.035,0.022288683569196544,0.7462866454884945,0.7007631679425549,0.0455234858863429,0.43524,0.0,0.0,0.0,0.0513,0.02538,0.028080001,0.07694399968361854,0.8390560157241822
AHZ2001c8d,20162079,http://zoo-hst.s3.amazonaws.com/20162079.jpg,the COSMOS dataset in GZ: Hubble,spiral,149.4977519,2.4696073,0.12,53,0.08000002428889275,0.8999999761581421,0.02,0.018220138794687715,0.7739598057851756,0.6841804708974648,0.08977933488771081,0.122694,0.020306002,0.0,0.0,0.102102004,0.0,0.040898003,0.019799999368190768,0.8801999633789066
AHZ2001gtv,20177254,http://zoo-hst.s3.amazonaws.com/20177254.jpg,the COSMOS dataset in GZ: Hubble,smooth,150.1412327,2.6864823,0.35,51,0.888000002130866,0.08699999749660492,0.025,0.001513799935439229,0.004541399806317687,0.0,0.004541399806317687,0.0,0.02175,0.0,0.0,0.065249994,0.0,0.0,0.01739999975860118,0.06959999903440472
AHZ2001phi,20042842,http://zoo-hst.s3.amazonaws.com/20042842.jpg,the COSMOS dataset in GZ: Hubble,spiral,149.8942106,1.8234585,unknown,34,0.030999979469925165,0.9660000205039978,0.003,0.07059698838207995,0.8009707928307128,0.8009707928307128,0.0,0.093,0.0,0.0,0.0,0.0,0.0,0.0,0.06375600100779533,0.9022440338907245
AHZ2001pjd,20045274,http://zoo-hst.s3.amazonaws.com/20045274.jpg,the COSMOS dataset in GZ: Hubble,spiral,149.8942079,1.8234609,0.13,31,0.0,0.93299999833107,0.067,0.031093866506203487,0.7462527961488836,0.7462527961488836,0.0,0.0355,0.0,0.0,0.0,0.0,0.0,0.0355,0.09983100054436922,0.8331690047380924
AHZ2001r0h,20113765,http://zoo-hst.s3.amazonaws.com/20113765.jpg,the COSMOS dataset in GZ: Hubble,featured,150.3466472,2.4041319,0.13,33,0.13300001621246338,0.8669999837875366,0.0,0.40513406044884176,0.26011069232884765,0.23123840510825422,0.02887228722059342,0.06461,0.03195,0.03195,0.0,0.19383,0.355,0.03195,0.09970499994426962,0.7672949773836137
AHZ2001lh0,20193413,http://zoo-hst.s3.amazonaws.com/20193413.jpg,the COSMOS dataset in GZ: Hubble,smooth,150.2419432,2.8191908,0.29,50,0.8730000033974648,0.10499999672174454,0.022,0.0,0.008819999580681324,0.0,0.008819999580681324,0.0215,0.0,0.0,0.0,0.0215,0.0,0.0,0.020999999657273283,0.08399999862909313
AHZ2000ryv,20094678,http://zoo-hst.s3.amazonaws.com/20094678.jpg,the COSMOS dataset in GZ: Hubble,spiral,150.0426406,2.1633105,0.38,45,0.02399997611064464,0.9750000238418579,0.001,0.04791150255282596,0.8076510229994055,0.5702015983602631,0.2374494005692662,0.34195998,0.0,0.0,0.0,0.04897,0.024485,0.0,0.09750000383704904,0.8774999982118601
AHZ20011ua,20128052,http://zoo-hst.s3.amazonaws.com/20128052.jpg,the COSMOS dataset in GZ: Hubble,spiral,149.7611183,2.3584656,0.35,39,0.19400002667680383,0.8029999732971191,0.003,0.0,0.6003171353846006,0.6003171353846006,0.0,0.111,0.02775,0.02775,0.0,0.0555,0.0,0.02775,0.055406996769487904,0.7475929705448152
AHZ2001ajz,20156646,http://zoo-hst.s3.amazonaws.com/20156646.jpg,the COSMOS dataset in GZ: Hubble,spiral,149.8831417,2.4687215,0.31,47,0.11100000143051147,0.8889999985694885,0.0,0.039298711824639614,0.7312642795382182,0.7115201366681126,0.019744136059676176,0.0666,0.0,0.022200001,0.0,0.022200001,0.0,0.0,0.02222500029541552,0.866775019800663
AHZ2001b33,20158586,http://zoo-hst.s3.amazonaws.com/20158586.jpg,the COSMOS dataset in GZ: Hubble,smooth,149.6012542,2.5920456,0.39,47,0.8859999999403954,0.11400000005960464,0.0,0.0,0.01039680016579628,0.00259920004144907,0.0077976001243472105,0.0,0.022712002,0.0,0.0,0.090712,0.022712002,0.0,0.022800000351667404,0.09120000140666962
AHZ20004va,20015533,http://zoo-hst.s3.amazonaws.com/20015533.jpg,the COSMOS dataset in GZ: Hubble,smooth,150.1261465,1.6423467,0.37,44,0.8540000021457672,0.1459999978542328,0.0,0.0,0.017756227569550514,0.0,0.017756227569550514,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.02438199901509286,0.12161799883913993
AHZ200120p,20128387,http://zoo-hst.s3.amazonaws.com/20128387.jpg,the COSMOS dataset in GZ: Hubble,edge-on disk,149.7495814,2.3070482,0.25,42,0.15299998421687633,0.8460000157356262,0.001,0.6942445663027392,0.0214714803188154,0.0,0.0214714803188154,0.0,0.0,0.0,0.0,0.0,0.0,0.485,0.0,0.8460000157356262
AHZ20014bu,20136139,http://zoo-hst.s3.amazonaws.com/20136139.jpg,the COSMOS dataset in GZ: Hubble,smooth,150.5728761,2.5639985,0.33,43,0.8719999939203262,0.12800000607967377,0.0,0.0,0.00983040132446295,0.0,0.00983040132446295,1.5E-4,0.0,0.0,0.0,0.049875002,0.024975002,0.0,0.051200003194808996,0.07680000669956222
AHZ2001qh8,20090472,http://zoo-hst.s3.amazonaws.com/20090472.jpg,the COSMOS dataset in GZ: Hubble,spiral,150.0669529,2.2103818,0.19,38,0.050999981351196766,0.9430000185966492,0.006,0.3300358741308464,0.5272001838070407,0.4613001608311606,0.06590002297588009,0.07188,0.070083,0.105423994,0.0,0.035341,0.21084799,0.105423994,0.03394799920809266,0.9090520053367612
AHZ20009v4,20031710,http://zoo-hst.s3.amazonaws.com/20031710.jpg,the COSMOS dataset in GZ: Hubble,edge-on disk,150.48722,1.828177,0.23,51,0.09199997689574957,0.9010000228881836,0.007,0.7551129435937484,0.020157019917730164,0.0,0.020157019917730164,0.041184,0.022737,0.022737,0.0,0.0,0.136851,0.20506199,0.04054500264108185,0.8604550068211552
AHZ2000zk5,20120175,http://zoo-hst.s3.amazonaws.com/20120175.jpg,the COSMOS dataset in GZ: Hubble,spiral,150.1756913,2.3586847,0.23,45,0.0,0.9759999997913837,0.024,0.0,0.8849431226990861,0.8849431226990861,0.0,0.0,0.0,0.02375,0.0,0.0475,0.02375,0.0,0.06929600225397944,0.9067040193527043
AHZ20007j6,20024445,http://zoo-hst.s3.amazonaws.com/20024445.jpg,the COSMOS dataset in GZ: Hubble,smooth,149.6155193,1.6490714,0.29,48,0.8969999998807907,0.0689999982714653,0.034,0.0,0.003175586820463303,0.0,0.003175586820463303,0.047414996,0.0,0.0,0.0,0.050169997,0.047414996,0.0,0.022976999720513813,0.04602299855095149
AHZ2000ewy,20050086,http://zoo-hst.s3.amazonaws.com/20050086.jpg,the COSMOS dataset in GZ: Hubble,smooth,149.4833656,1.9087684,0.28,49,0.8580000014044344,0.13899999856948853,0.003,0.006433892950488566,0.012887106651829246,0.0,0.012887106651829246,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.13899999856948853
AHZ20001o8,20005454,http://zoo-hst.s3.amazonaws.com/20005454.jpg,the COSMOS dataset in GZ: Hubble,smooth,150.6049565,1.7545539,0.26,48,0.8879999965429306,0.06700000166893005,0.045,0.0,0.00448900022363663,0.0,0.00448900022363663,0.058231995,0.0,0.0,0.019256,0.038512,0.0,0.0,0.0,0.06700000166893005
AHZ2000mfa,20076137,http://zoo-hst.s3.amazonaws.com/20076137.jpg,the COSMOS dataset in GZ: Hubble,spiral,149.5676787,1.9690082,0.11,44,0.027000010013580322,0.9729999899864197,0.0,0.3393379546288306,0.5827760782036214,0.5344056612117173,0.04837041264988404,0.049950004,0.0,0.025050001,0.0,0.025050001,0.0,0.049950004,0.02529800026160478,0.9477019679765704
AHZ2001p6i,20027954,http://zoo-hst.s3.amazonaws.com/20027954.jpg,the COSMOS dataset in GZ: Hubble,spiral,150.5612975,1.9420726,0.29,29,0.11100000143051147,0.8889999985694885,0.0,0.0,0.7903209974565506,0.4939506234103441,0.2963703740462065,0.369889,0.037037,0.037037,0.0,0.037037,0.0,0.0,0.0,0.8889999985694885
AHZ2001imb,20183263,http://zoo-hst.s3.amazonaws.com/20183263.jpg,the COSMOS dataset in GZ: Hubble,featured,149.8905484,2.6823657,0.27,44,0.2459999918937683,0.7540000081062317,0.0,0.03664313118310576,0.4585343108556477,0.2751205974456985,0.18341372707533657,0.09707,0.048620004,0.0,0.0,0.024310002,0.0,0.0,0.09726599592232699,0.656734000948429
AHZ2000jnr,20066328,http://zoo-hst.s3.amazonaws.com/20066328.jpg,the COSMOS dataset in GZ: Hubble,smooth,150.0967352,2.0072288,0.22,43,0.8610000032931566,0.11599999666213989,0.023,0.0,0.0080735998561859,0.002688508786758037,0.005385091069427864,0.024,0.024,0.0,0.0,0.0,0.0,0.0,0.04639999935626982,0.06960000076293937
AHZ200175i,20145889,http://zoo-hst.s3.amazonaws.com/20145889.jpg,the COSMOS dataset in GZ: Hubble,smooth,150.2946848,2.4887068,0.69,47,0.8780000023543835,0.0729999989271164,0.049,0.0,0.005328999843358995,0.0,0.005328999843358995,0.0255,0.0,0.0,0.0,0.0255,0.0,0.0,0.0,0.0729999989271164
AHZ2000da4,20044384,http://zoo-hst.s3.amazonaws.com/20044384.jpg,the COSMOS dataset in GZ: Hubble,spiral,149.7306747,1.9252776,0.37,52,0.13999998942017555,0.800000011920929,0.06,0.032037121307888036,0.5612428764724348,0.41700344089411007,0.14423941885198355,0.27684203,0.0,0.0,0.0,0.021158,0.0,0.0,0.058400000011920916,0.7415999999880789
AHZ20006yp,20022894,http://zoo-hst.s3.amazonaws.com/20022894.jpg,the COSMOS dataset in GZ: Hubble,smooth,149.7242925,1.793757,0.38,49,0.8690000027418137,0.10899999737739563,0.022,0.0,0.009504799684250354,0.0023761999210625885,0.007128599763187766,0.0,0.022311,0.0,0.0,0.022311,0.022311,0.0,0.021799999800324432,0.08719999920129773
AHZ20003pi,20012152,http://zoo-hst.s3.amazonaws.com/20012152.jpg,the COSMOS dataset in GZ: Hubble,smooth,150.3459487,1.6908301,0.58,53,0.8540000002831221,0.125,0.021,0.010421874932944775,0.005203125067055225,0.0,0.005203125067055225,0.02125,0.0,0.0,0.0,0.06375,0.0,0.0,0.0,0.125
AHZ2001rli,20140008,http://zoo-hst.s3.amazonaws.com/20140008.jpg,the COSMOS dataset in GZ: Hubble,smooth,150.4743996,2.5655849,0.36,33,0.8620000034570694,0.0689999982714653,0.069,0.0,0.004760999761462215,0.0,0.004760999761462215,0.0,0.0,0.0,0.0,0.074,0.11100001,0.0,0.0,0.0689999982714653
AHZ200192p,20152009,http://zoo-hst.s3.amazonaws.com/20152009.jpg,the COSMOS dataset in GZ: Hubble,smooth,149.8969063,2.5662517,0.36,43,0.8569999970495701,0.10400000214576721,0.039,0.0,0.010816000446319585,0.0,0.010816000446319585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10400000214576721
AHZ2001j1o,20184754,http://zoo-hst.s3.amazonaws.com/20184754.jpg,the COSMOS dataset in GZ: Hubble,featured,149.7462264,2.6900152,0.27,55,0.13599997386336327,0.8360000252723694,0.028,0.14643060686150175,0.48746810713000366,0.0,0.48746810713000366,0.120000005,0.0,0.0,0.0,0.1401,0.020100001,0.020100001,0.07774800419402128,0.7582520273070337
AHZ2001a5u,20155607,http://zoo-hst.s3.amazonaws.com/20155607.jpg,the COSMOS dataset in GZ: Hubble,smooth,149.7664793,2.5957008,1.00,47,0.8889999985694885,0.08900000154972076,0.022,0.0,0.003960500137925149,0.0,0.003960500137925149,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.04450000077486038,0.04450000077486038
AHZ20010ny,20123527,http://zoo-hst.s3.amazonaws.com/20123527.jpg,the COSMOS dataset in GZ: Hubble,smooth,150.02877,2.2977816,0.26,48,0.8930000012042001,0.10599999874830246,0.001,0.0,0.008988799921655653,0.0,0.008988799921655653,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.021200000065565106,0.08480000026226042
AHZ20008df,20027356,http://zoo-hst.s3.amazonaws.com/20027356.jpg,the COSMOS dataset in GZ: Hubble,smooth,150.7815485,1.8453416,0.56,46,0.8850000016391277,0.09099999815225601,0.024,0.0,0.004140499831855299,0.0,0.004140499831855299,0.0,0.0,0.0,0.0,0.023,0.0,0.0,0.045499999076128006,0.045499999076128006
AHZ200084l,20026479,http://zoo-hst.s3.amazonaws.com/20026479.jpg,the COSMOS dataset in GZ: Hubble,spiral,149.4626775,1.6728174,0.31,53,0.0690000057220459,0.9309999942779541,0.0,0.0,0.6812741491981105,0.6812741491981105,0.0,0.089577,0.0,0.022326998,0.0,0.08877,0.001883,0.066712,0.1992340002182722,0.7317660079326629
AHZ2001cvn,20164301,http://zoo-hst.s3.amazonaws.com/20164301.jpg,the COSMOS dataset in GZ: Hubble,featured,150.6479398,2.7195943,0.34,52,0.13999998942017555,0.800000011920929,0.06,0.03216000175952914,0.4478400268507009,0.3999211469673306,0.04791888322003849,0.191625,0.021461999,0.0,0.021461999,0.12775,0.14921199,0.0,0.20000000298023224,0.6000000089406967
AHZ2000q7f,20089650,http://zoo-hst.s3.amazonaws.com/20089650.jpg,the COSMOS dataset in GZ: Hubble,spiral,150.2446265,2.1943139,0.11,49,0.06300002336502075,0.9369999766349792,0.0,0.01919591370685093,0.7806338260650031,0.6830545978068777,0.09757922825812539,0.08325,0.02075,0.04175,0.0,0.02075,0.0,0.08325,0.08339299937260147,0.8536069912247655
AHZ2000vc9,20106238,http://zoo-hst.s3.amazonaws.com/20106238.jpg,the COSMOS dataset in GZ: Hubble,spiral,150.7535081,2.361162,0.19,45,0.1490000206977129,0.8209999799728394,0.03,0.10231402820216264,0.4692726966448294,0.44909397874470147,0.020178726641013056,0.076692,0.026334,0.025641002,0.0,0.0,0.025641002,0.076692,0.12479199294316778,0.6962079747958185
AHZ20000qn,20002508,http://zoo-hst.s3.amazonaws.com/20002508.jpg,the COSMOS dataset in GZ: Hubble,smooth,150.0441143,1.6171425,0.61,48,0.9560000002384186,0.02199999988079071,0.022,0.0,4.839999947547913E-4,0.0,4.839999947547913E-4,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02199999988079071
AHZ2001qfs,20087950,http://zoo-hst.s3.amazonaws.com/20087950.jpg,the COSMOS dataset in GZ: Hubble,spiral,150.2528235,2.2781219,0.17,35,9.999871253967285E-4,0.9990000128746033,0.0,0.0,0.7255467437974177,0.7255467437974177,0.0,6.9700007E-4,0.0,0.029971002,0.0,0.241859,0.423776,0.0,0.272727005420208,0.7262730074543953
AHZ40004wx,90038440,http://zoo-hst.s3.amazonaws.com/90038440.jpg,the GEMS dataset in GZ: Hubble,edge-on disk,53.0503392,-27.5770475,0.14,135,0.11699999496340752,0.8700000047683716,0.013,0.7500879056958676,0.0,0.0,0.0,0.013986001,0.0069930004,0.0,0.0,0.042021,0.0,0.0,0.007829999705851076,0.8621700018215179
AHZ2000cog,20042032,http://zoo-hst.s3.amazonaws.com/20042032.jpg,the COSMOS dataset in GZ: Hubble,spiral,149.9856236,1.8299612,0.27,46,0.045999979600310326,0.9290000200271606,0.025,0.0,0.7120088454103827,0.7120088454103827,0.0,0.0,0.047619004,0.071262,0.023643002,0.047619004,0.09523801,0.047619004,0.1625750007361173,0.7664250054478643
AHZ2001equ,20170286,http://zoo-hst.s3.amazonaws.com/20170286.jpg,the COSMOS dataset in GZ: Hubble,edge-on disk,150.4585445,2.6686576,0.23,56,0.11999997310340405,0.859000027179718,0.021,0.7378810466947563,0.0,0.0,0.0,0.04144,0.020128,0.0,0.0,0.020128,0.0,0.509712,0.0,0.859000027179718
AHZ2001j6h,20184991,http://zoo-hst.s3.amazonaws.com/20184991.jpg,the COSMOS dataset in GZ: Hubble,smooth,149.6932383,2.7278273,0.77,45,0.8599999994039536,0.14000000059604645,0.0,0.009800000083446503,0.009800000083446503,0.003263400069844723,0.0065366000136017795,0.02331,0.0,0.0,0.02331,0.02331,0.0,0.0,0.0,0.14000000059604645
AHZ2001gxr,20177441,http://zoo-hst.s3.amazonaws.com/20177441.jpg,the COSMOS dataset in GZ: Hubble,smooth,150.104439,2.6558084,0.29,48,0.8550000004470348,0.11400000005960464,0.031,0.0,0.01039680016579628,0.0,0.01039680016579628,0.0,0.04669,0.0,0.0,0.0,0.0,0.02331,0.022800000351667404,0.09120000140666962
AHZ20008sa,20028256,http://zoo-hst.s3.amazonaws.com/20028256.jpg,the COSMOS dataset in GZ: Hubble,spiral,150.5882419,1.887779,0.37,48,0.08300000056624413,0.875,0.042,0.0,0.5834062686190009,0.5104804850416258,0.07292578357737511,0.043511998,0.0,0.021755999,0.0,0.087023996,0.043511998,0.0,0.2082500047981739,0.6667500212788582
AHZ2000pvr,20088226,http://zoo-hst.s3.amazonaws.com/20088226.jpg,the COSMOS dataset in GZ: Hubble,spiral,150.347624,2.1483131,0.23,46,0.022000014781951904,0.9779999852180481,0.0,0.0,0.8904865716084884,0.8904865716084884,0.0,0.067,0.0,0.0,0.0,0.067,0.0,0.0,0.06748199728953841,0.910517980641842
AHZ2001d3f,20164902,http://zoo-hst.s3.amazonaws.com/20164902.jpg,the COSMOS dataset in GZ: Hubble,smooth,150.5731888,2.7525476,0.21,50,0.8659999986412004,0.13300000131130219,0.001,0.0,0.014717248593858727,0.0,0.014717248593858727,0.0,2.42E-4,0.0,0.0,0.021758001,0.0,0.0,0.02234399991905689,0.11065600337409975
AHZ2000zop,20120474,http://zoo-hst.s3.amazonaws.com/20120474.jpg,the COSMOS dataset in GZ: Hubble,spiral,150.073911,2.3256442,0.22,47,0.12800002098083496,0.871999979019165,0.0,0.13002566064364618,0.6303583027657781,0.50050451103188,0.12985381052003941,0.063987,0.021329,0.0,0.0,0.042658,0.0,0.149026,0.0,0.871999979019165
AHZ2001fm3,20172904,http://zoo-hst.s3.amazonaws.com/20172904.jpg,the COSMOS dataset in GZ: Hubble,edge-on disk,150.3329721,2.6489219,0.23,47,0.24400000472087413,0.7549999952316284,0.001,0.5700249927997589,0.0,0.0,0.0,0.022416001,0.0,0.0,0.0,0.08873,0.0,0.355854,0.0,0.7549999952316284
AHZ20011vv,20128131,http://zoo-hst.s3.amazonaws.com/20128131.jpg,the COSMOS dataset in GZ: Hubble,spiral,149.7472737,2.3457105,0.37,52,0.07899999618530273,0.9210000038146973,0.0,0.053929462778582384,0.5958231207078633,0.5779484441332636,0.01787469322170536,0.519075,0.096125,0.03845,0.019225,0.057675,0.019225,0.019225,0.21551399847722053,0.7054859778895377
AHZ2001q8g,20078557,http://zoo-hst.s3.amazonaws.com/20078557.jpg,the COSMOS dataset in GZ: Hubble,edge-on disk,149.4749365,1.9583607,0.16,27,0.07400000095367432,0.9259999990463257,0.0,0.8574759982337952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.519,0.0,0.9259999990463257
AHZ2001p45,20025097,http://zoo-hst.s3.amazonaws.com/20025097.jpg,the COSMOS dataset in GZ: Hubble,spiral,149.4952688,1.7099032,0.28,27,0.039999984204769135,0.9200000166893005,0.04,0.07371043929979046,0.7362943865124656,0.7362943865124656,0.0,0.0,0.0,0.0,0.0,0.083,0.0,0.0,0.03956000206112864,0.8804400317645076
AHZ2000hvq,20059922,http://zoo-hst.s3.amazonaws.com/20059922.jpg,the COSMOS dataset in GZ: Hubble,spiral,150.3795067,2.0624755,0.17,54,0.1119999811053276,0.8320000171661377,0.056,0.06200112419895863,0.5838439043024455,0.5061926555646723,0.07765124003782103,0.118961,0.059312,0.0,0.0,0.079195,0.039766002,0.039766002,0.05574400253868106,0.7762560394229894
AHZ2000flg,20052601,http://zoo-hst.s3.amazonaws.com/20052601.jpg,the COSMOS dataset in GZ: Hubble,spiral,150.6802706,2.0893921,0.23,45,0.04900002479553223,0.9509999752044678,0.0,0.04649525380779137,0.8307737191976294,0.8307737191976294,0.0,0.024381999,0.0,0.0,0.0,0.073,0.0,0.048618,0.028529998618438857,0.9224700031566613
AHZ2001kk1,20190179,http://zoo-hst.s3.amazonaws.com/20190179.jpg,the COSMOS dataset in GZ: Hubble,spiral,150.6305504,2.8308199,0.25,46,0.15200002491474152,0.8259999752044678,0.022,0.01776441848019827,0.5205512999686458,0.5205512999686458,0.0,0.044604,0.0,0.022302,0.022302,0.19996199,0.066528,0.022302,0.17428599102640163,0.6517139595613486
AHZ2001nsn,20248973,http://zoo-hst.s3.amazonaws.com/20248973.jpg,the COSMOS dataset in GZ: Hubble,smooth,150.6324105,2.2594586,0.46,45,0.9269999992102385,0.04800000041723251,0.025,0.0,0.0023040000400543215,0.0,0.0023040000400543215,0.024381999,0.0,0.0,0.0,0.097382,0.024381999,0.0,0.0,0.04800000041723251
AHZ10001xi,12016067,http://zoo-hst.s3.amazonaws.com/12016067.jpg,the AEGIS dataset in GZ: Hubble,spiral,214.5821994,52.5735169,0.20,137,0.11999997682869434,0.8640000224113464,0.016,0.040355575976710065,0.6322373694964776,0.4033674489741352,0.2288699205223424,0.54886794,0.031799998,0.007632,0.0,0.015899999,0.015899999,0.015899999,0.08553600175523757,0.7784640399680143
AHZ2001nkj,20220937,http://zoo-hst.s3.amazonaws.com/20220937.jpg,the COSMOS dataset in GZ: Hubble,spiral,150.2339823,1.9451301,0.37,44,0.12999998964369297,0.8510000109672546,0.019,0.04383733762347049,0.5485591091132486,0.4827320134039251,0.06582709162223964,0.0018449998,0.026199,0.026199,0.0,0.183762,0.052398,0.078596994,0.15488199885118004,0.6961180247969629
AHZ2001dog,20166583,http://zoo-hst.s3.amazonaws.com/20166583.jpg,the COSMOS dataset in GZ: Hubble,smooth,150.631227,2.7010711,0.43,51,0.8909999951720238,0.04100000113248825,0.068,0.0,0.0016810000928640378,8.405000464320189E-4,8.405000464320189E-4,0.0,0.022311,0.044689,0.0,0.0,0.0,0.0,0.0,0.04100000113248825
AHZ2000ycc,20115704,http://zoo-hst.s3.amazonaws.com/20115704.jpg,the COSMOS dataset in GZ: Hubble,smooth,150.3264936,2.321567,0.38,50,0.8509999997913837,0.10599999874830246,0.043,0.0,0.008988799921655653,0.0,0.008988799921655653,5.6E-4,0.022288,0.0,0.0,0.066864,0.022288,0.0,0.021200000065565106,0.08480000026226042
AHZ2001qor,20099345,http://zoo-hst.s3.amazonaws.com/20099345.jpg,the COSMOS dataset in GZ: Hubble,featured,149.79962,2.1400497,0.36,33,0.18200001306831837,0.7879999876022339,0.03,0.2865656401727565,0.2865656401727565,0.2627806908086114,0.0237849472290647,0.03125,0.0,0.0,0.0,0.15625,0.28125,0.15625,0.060675998716592794,0.7273239712724688
AHZ20019sk,20154172,http://zoo-hst.s3.amazonaws.com/20154172.jpg,the COSMOS dataset in GZ: Hubble,featured,149.9745698,2.5351219,0.23,50,0.17599999532103539,0.7820000052452087,0.042,0.24783785466689298,0.314152743699791,0.2811666996193249,0.03298603705860511,0.0441,0.051156,0.02205,0.0,0.132594,0.0,0.0441,0.06334200061130524,0.7186580279393198
AHZ2000xqx,20113710,http://zoo-hst.s3.amazonaws.com/20113710.jpg,the COSMOS dataset in GZ: Hubble,featured,150.3373825,2.412446,0.27,45,0.19499999284744263,0.8050000071525574,0.0,0.1571460699275733,0.4714382097827199,0.39270803077219896,0.07873017901052091,0.121874996,0.0,0.024375,0.0,0.0,0.0,0.04875,0.024149999674782152,0.7808500299692156
AHZ20016uz,20144893,http://zoo-hst.s3.amazonaws.com/20144893.jpg,the COSMOS dataset in GZ: Hubble,smooth,150.323885,2.4886216,0.50,50,0.8549999932292849,0.14300000667572021,0.002,0.002919094920162436,0.008757284760487307,0.0,0.008757284760487307,0.0205,0.0,0.0,0.0,0.0615,0.0,0.0,0.06134700146603578,0.08165300094795214
AHZ20003mn,20011823,http://zoo-hst.s3.amazonaws.com/20011823.jpg,the COSMOS dataset in GZ: Hubble,spiral,150.3425529,1.6985586,0.30,48,0.022000005468726158,0.9679999947547913,0.01,0.062314906394111226,0.7913139481454938,0.770739767381972,0.02057416307627672,0.282924,0.0,0.021575999,0.0,0.0,0.0435,0.0,0.08615200103330611,0.8818480081458091
AHZ2000p3y,20085389,http://zoo-hst.s3.amazonaws.com/20085389.jpg,the COSMOS dataset in GZ: Hubble,edge-on disk,150.4421016,2.1550987,0.38,49,0.12799996882677078,0.8080000281333923,0.064,0.602593499642616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022302,0.355698,0.06221600182914733,0.745784008244037
AHZ2000iu2,20063531,http://zoo-hst.s3.amazonaws.com/20063531.jpg,the COSMOS dataset in GZ: Hubble,featured,150.1798173,2.1103698,0.36,42,0.10000002384185791,0.8489999771118164,0.051,0.0,0.3394972425557042,0.3394972425557042,0.0,0.0789,0.026036998,0.052862998,0.026036998,0.21066299,0.3945,0.0,0.4491209745326046,0.3998789772770408
